"Weekday","FieldOfStudy","Race","Age","Gender","Edu","Political","SocialStatus","Religious","USAScore","UKScore","ItalyScore","ChinaScore"
4,7,"White",37,"Male",13,"Left",8,1,"No_Bias",NA,NA,-0.0311423321106606
4,11,"Other",21,"Female",5,"Moderate",5,3,"No_Bias",NA,NA,0.889631763499765
4,8,"Other",24,"Female",8,"Moderate",5,3,"No_Bias",-0.0135393445967899,NA,NA
4,14,"White",66,"Male",4,"Moderate",5,1,"COVID",0.586639896790312,NA,NA
4,NA,"White",62,"Male",NA,"Moderate",9,3,"No_Bias",NA,NA,-0.533374257852808
4,4,"Asian",33,"Female",9,"Moderate",7,2,"No_Bias",0.235681685014172,NA,NA
4,15,"White",17,"Male",3,"Moderate",7,2,"No_Bias",-0.538032932881492,NA,NA
4,11,"Other",19,"Male",5,"Moderate",6,2,"No_Bias",NA,NA,-0.361494016617592
4,13,"White",19,"Female",4,"Left",6,1,"No_Bias",NA,0.134240249820417,NA
4,NA,NA,NA,NA,NA,"Right",NA,1,"No_Bias",-0.406500977618823,NA,NA
4,12,"Asian",25,"Female",7,NA,5,4,"No_Bias",NA,0.596195239592593,NA
4,1,"White",18,"Female",5,"Left",6,2,"No_Bias",NA,NA,NA
4,8,"Asian",18,"Female",4,"Moderate",6,2,"No_Bias",NA,0.206899885803975,NA
4,13,"Black",19,"Male",4,"Moderate",5,1,"No_Bias",NA,-0.564886093399927,NA
4,11,"White",20,"Female",5,"Moderate",6,3,"No_Bias",-0.148868249307423,NA,NA
4,5,"White",44,"Male",9,NA,6,2,"No_Bias",NA,NA,NA
4,14,"Other",20,"Female",5,"Moderate",4,3,"No_Bias",0.107513785250715,NA,NA
4,13,"White",25,"Female",5,"Left",5,1,"No_Bias",NA,NA,0.825176387372395
4,7,"Asian",35,"Female",9,"Moderate",8,3,"No_Bias",-0.105778557316561,NA,NA
4,4,"White",40,"Male",7,"Left",9,1,"No_Bias",NA,-0.615942376685813,NA
4,2,"White",18,"Male",5,"Moderate",4,2,"No_Bias",0.248774798024698,NA,NA
4,3,"White",21,"Female",7,NA,6,2,"No_Bias",NA,-0.304000886815538,NA
4,9,"White",41,NA,9,"Left",7,3,"No_Bias",NA,NA,1.22604568840798
5,6,"White",20,"Male",5,"Moderate",6,3,"No_Bias",0.301039856619973,NA,NA
5,1,"Asian",21,"Female",7,"Left",8,2,"No_Bias",0.562154584535205,NA,NA
5,9,"White",24,"Male",7,"Left",6,1,NA,NA,NA,0.700364350711506
5,6,"Other",21,"Male",4,"Moderate",8,4,"No_Bias",NA,NA,-0.507103210980863
5,8,"Other",19,"Female",5,"Moderate",2,1,"No_Bias",0.464611452989105,NA,NA
5,4,"White",22,"Female",8,"Moderate",3,4,"No_Bias",NA,-0.0535169792141924,NA
5,9,"Other",30,"Female",9,NA,6,NA,"No_Bias",-0.0134567095130553,NA,NA
5,1,"White",23,"Male",5,"Left",7,1,"No_Bias",-0.120349946798525,NA,NA
5,8,"Asian",50,"Male",9,NA,8,1,"No_Bias",0.170891550994759,NA,NA
5,NA,"Asian",NA,NA,NA,"Moderate",7,2,"No_Bias",NA,NA,0.659894497730487
5,2,"Asian",40,"Male",7,"Moderate",1,1,NA,-0.355426364270652,NA,NA
5,5,"White",23,"Female",9,"Left",6,1,"No_Bias",0.316423019001131,NA,NA
5,1,"White",17,"Female",3,"Right",8,1,"COVID",NA,NA,-0.289255998227296
5,10,"White",16,"Female",2,"Moderate",8,2,NA,NA,0.0605789533817283,NA
5,1,"White",31,"Female",9,"Left",7,3,"No_Bias",NA,NA,-0.128940571593357
5,11,"White",20,"Female",4,"Left",2,1,"No_Bias",NA,NA,0.0287445298857178
5,12,"White",22,"Female",7,"Left",7,2,"COVID",NA,-0.070767188331048,NA
5,1,"White",31,"Female",7,"Left",6,1,"No_Bias",0.324878599543448,NA,NA
5,8,"White",20,"Female",5,"Left",6,2,"No_Bias",NA,NA,0.0821936054180301
5,NA,"White",18,"Male",NA,NA,7,NA,"No_Bias",NA,NA,-0.43461972959052
5,NA,"White",34,"Female",NA,NA,7,NA,"No_Bias",NA,NA,NA
5,5,"White",32,"Female",6,"Left",6,1,"No_Bias",NA,0.00285849682991281,NA
5,9,"White",18,"Female",5,"Left",8,1,"No_Bias",-0.412443986420423,NA,NA
5,5,"White",21,"Female",4,"Moderate",7,3,"No_Bias",0.13300888013929,NA,NA
5,14,"White",48,"Female",7,"Right",7,4,"No_Bias",NA,0.35355269199346,NA
5,1,"Asian",20,"Male",4,"Moderate",7,2,"No_Bias",NA,0.187460658889143,NA
5,NA,"Other",57,"Female",NA,"Right",2,2,"COVID",NA,NA,-0.0505897228682405
5,11,"White",18,"Male",5,"Moderate",6,2,"No_Bias",NA,-0.190152455595416,NA
5,14,"White",20,"Female",5,"Left",5,2,"No_Bias",NA,NA,0.746036321887161
5,5,"White",20,"Female",4,"Moderate",4,3,"No_Bias",NA,NA,0.224998327645049
5,5,"White",20,"Female",4,"Moderate",4,3,"No_Bias",NA,NA,-0.385702004955491
5,13,"White",25,NA,5,"Left",2,3,"No_Bias",NA,NA,-0.0352278013724239
5,10,"White",47,"Female",6,"Moderate",7,2,"No_Bias",NA,NA,-0.562699145931476
5,10,"White",47,"Female",6,"Moderate",7,2,"No_Bias",0.164635350083535,NA,NA
5,5,"White",30,"Female",5,"Moderate",5,2,"No_Bias",NA,-0.643916977525316,NA
5,12,"White",41,"Male",7,"Right",5,3,"No_Bias",NA,-0.0219400666025503,NA
5,6,"White",21,"Female",5,"Left",6,1,"No_Bias",0.423179289006451,NA,NA
5,NA,"White",13,"Male",NA,"Left",9,4,"No_Bias",NA,NA,NA
5,1,"Asian",19,"Female",5,"Left",9,2,"No_Bias",NA,NA,0.571439966057704
5,14,"White",23,"Male",8,"Right",7,4,"No_Bias",NA,NA,NA
5,14,"White",22,"Male",5,"Left",8,1,"No_Bias",NA,-0.281313299595968,NA
5,14,"White",22,"Male",5,"Left",8,1,"No_Bias",NA,NA,-0.692410477438932
5,9,"Other",20,"Female",5,"Moderate",5,1,"No_Bias",NA,NA,-0.0193763258064319
6,11,"White",21,"Female",6,"Left",6,3,"No_Bias",NA,NA,0.0684160149897198
6,8,"White",33,"Male",9,"Left",6,2,"COVID",NA,-0.225202967588228,NA
6,11,"Other",19,"Female",5,"Left",5,2,"Non_COVID",NA,NA,0.161276394785907
6,6,"White",19,"Female",5,"Left",6,4,"No_Bias",NA,0.0644512340540501,NA
6,4,"White",36,"Female",6,"Left",4,2,"No_Bias",NA,NA,NA
6,6,"White",21,"Male",5,"Right",4,1,"No_Bias",NA,0.29609310068411,NA
6,NA,NA,NA,NA,NA,NA,8,NA,"No_Bias",0.361511741808248,NA,NA
6,2,"Black",59,"Female",9,"Left",5,3,"No_Bias",0.176437196958881,NA,NA
6,10,"Other",24,"Male",7,"Left",8,1,"No_Bias",0.49725698117294,NA,NA
6,6,"Asian",20,"Female",5,"Left",3,1,"No_Bias",0.127097211283169,NA,NA
6,12,"White",19,"Female",5,"Left",8,3,"No_Bias",NA,NA,0.0866841441167099
6,4,"Other",50,"Male",7,"Moderate",7,3,"No_Bias",NA,NA,0.299827446298719
6,6,"Other",22,"Male",5,"Left",4,2,"No_Bias",0.914882615127796,NA,NA
6,6,"White",20,"Male",5,"Left",5,1,"No_Bias",NA,NA,0.435419931044433
6,13,"White",19,"Female",4,"Moderate",4,2,"No_Bias",0.392539109928322,NA,NA
6,12,"White",40,"Male",13,"Moderate",6,1,"No_Bias",-0.124345971601119,NA,NA
6,5,"Other",36,"Female",8,"Moderate",4,3,"No_Bias",-0.195905225508606,NA,NA
6,14,"Other",22,"Female",7,"Left",6,1,"No_Bias",NA,NA,0.0934658274396006
6,NA,"White",NA,NA,NA,"Left",3,2,"No_Bias",NA,-0.15154381791819,NA
6,10,"White",42,"Female",14,NA,7,1,"No_Bias",0.409296330616206,NA,NA
6,5,"White",31,"Female",9,"Left",7,1,"Non_COVID",NA,NA,0.0864852158078169
6,11,"White",32,"Female",7,"Left",8,1,"No_Bias",NA,NA,-0.266494544466342
6,8,"White",27,"Male",6,"Moderate",7,2,"No_Bias",-0.490294734048764,NA,NA
6,8,"White",27,"Male",6,"Right",7,2,"No_Bias",NA,NA,0.0581270726564785
6,6,"White",45,"Male",13,"Moderate",8,2,"No_Bias",NA,NA,-0.0937269259368649
6,1,"White",19,"Female",5,"Left",8,1,"No_Bias",NA,-0.296857444739554,NA
6,2,"White",18,"Male",5,"Right",5,3,"No_Bias",NA,NA,-0.20149068545946
6,11,"White",35,"Female",13,"Right",5,1,"No_Bias",NA,NA,-0.194469744950223
6,7,"White",28,"Male",7,"Moderate",7,1,"No_Bias",-0.092235486975978,NA,NA
6,13,"White",29,"Female",7,"Left",8,1,"No_Bias",NA,NA,0.0157103622144905
6,11,"White",39,"Female",9,"Left",7,1,"No_Bias",NA,0.493086566400215,NA
6,NA,"Asian",20,"Female",NA,"Left",8,1,"No_Bias",NA,NA,0.0684137247013951
6,11,"Other",20,"Male",5,"Moderate",7,2,"No_Bias",NA,0.824165632351405,NA
6,6,"White",44,"Male",7,"Left",7,1,"No_Bias",NA,NA,0.379355305013475
6,8,"White",22,"Female",4,"Right",8,3,"No_Bias",0.61316174649941,NA,NA
6,4,"Asian",19,"Male",5,NA,6,4,"No_Bias",NA,0.53970853253946,NA
6,4,"Asian",21,"Female",5,"Left",6,2,"No_Bias",0.765508840404065,NA,NA
6,9,"White",70,"Male",8,"Left",4,3,"No_Bias",NA,NA,0.173382570622702
7,4,"Asian",21,"Male",5,"Moderate",4,2,"COVID",NA,NA,-0.125732856278999
7,4,"White",14,"Female",2,"Right",5,3,"No_Bias",NA,NA,-0.221483965968949
7,2,"Asian",19,"Female",4,"Moderate",8,2,"No_Bias",-0.145144995857304,NA,NA
7,NA,"White",17,"Female",NA,"Right",5,2,"COVID",NA,NA,0.193255132849013
7,5,"Other",51,"Female",4,"Left",7,4,"No_Bias",NA,NA,-0.333008658746141
7,12,"Asian",29,"Male",7,"Left",6,1,"COVID",0.363935240295458,NA,NA
7,1,"White",21,"Female",5,"Moderate",7,1,"No_Bias",NA,-0.304952461878257,NA
7,2,"White",39,"Male",7,"Left",8,1,"COVID",NA,0.248070657134225,NA
7,5,"Asian",24,"Female",5,"Moderate",6,2,NA,NA,-0.109337611089902,NA
7,4,"White",20,"Female",5,"Left",6,1,"No_Bias",NA,NA,-0.0869658408133676
7,11,"White",26,"Female",9,"Left",6,1,"No_Bias",NA,0.240918715042616,NA
7,14,"White",29,"Female",9,"Right",5,3,"COVID",0.00622330661928957,NA,NA
7,12,"White",22,"Female",8,"Moderate",4,4,"No_Bias",NA,0.362257504492583,NA
7,4,"White",17,"Female",4,"Moderate",7,2,"No_Bias",0.442255402852059,NA,NA
7,11,"Other",53,"Female",9,"Right",5,2,"COVID",0.729312715019522,NA,NA
7,12,"White",18,"Female",5,"Left",7,2,"No_Bias",-0.459253680768437,NA,NA
7,14,"Other",33,"Female",8,"Moderate",6,3,"No_Bias",NA,NA,-0.442858451556304
7,1,"White",34,"Female",7,"Left",4,1,"No_Bias",0.081182562342101,NA,NA
7,9,"White",68,"Female",6,NA,6,2,"COVID",NA,0,NA
7,11,"Other",40,"Female",13,"Left",7,2,"No_Bias",NA,NA,0.0352594382683104
7,2,"White",24,"Female",7,"Moderate",5,1,"COVID",NA,0.290941702467893,NA
1,8,"White",20,"Female",4,"Left",5,1,"COVID",NA,-0.213836410918334,NA
1,1,"Other",18,"Male",4,"Left",7,2,"No_Bias",NA,NA,0.992697611148792
1,5,"White",23,"Female",5,NA,8,3,"COVID",NA,NA,-0.108286558004884
1,8,"Black",18,"Female",3,"Moderate",4,2,"No_Bias",NA,NA,0.210982362106468
1,2,"Other",35,"Male",7,"Moderate",7,1,"No_Bias",NA,NA,0.304789325076218
1,11,"White",19,"Female",5,"Left",7,1,"No_Bias",0.208717506046832,NA,NA
1,2,"Asian",NA,NA,13,"Moderate",7,1,"No_Bias",0.0273072270025793,NA,NA
1,NA,"Asian",20,"Male",NA,"Moderate",5,1,"No_Bias",NA,NA,NA
1,1,"Asian",19,"Male",5,"Right",5,3,"No_Bias",-0.257831215924111,NA,NA
1,5,"White",62,"Female",13,"Left",8,2,"No_Bias",NA,NA,0.309138385878422
1,2,"White",19,"Male",5,"Right",7,2,"No_Bias",NA,-0.378747072361956,NA
1,8,"White",25,"Female",5,"Moderate",4,2,NA,NA,NA,-0.41596363180369
1,11,"White",36,"Female",6,"Moderate",3,3,"No_Bias",NA,-0.260537852503086,NA
1,12,"Other",22,NA,7,"Left",7,1,"No_Bias",NA,0.135296317986647,NA
1,14,"White",32,"Male",9,"Left",6,2,"No_Bias",0.0201554529133723,NA,NA
1,14,"White",19,"Female",4,"Moderate",6,1,"No_Bias",NA,0.116568519995127,NA
1,1,"Black",24,"Female",7,"Left",6,2,"No_Bias",-0.3437502029919,NA,NA
1,10,"White",25,"Female",11,"Moderate",7,3,"No_Bias",NA,0.196254317766322,NA
1,1,"Asian",21,"Male",4,"Left",5,2,"No_Bias",NA,NA,NA
1,15,"White",54,"Female",5,"Left",8,1,"No_Bias",NA,0.61073363795229,NA
1,5,"White",40,"Female",9,"Left",7,1,"No_Bias",-0.709362728822733,NA,NA
1,5,"White",20,"Female",5,"Moderate",6,1,"COVID",NA,0.251218692031934,NA
1,11,"Asian",33,"Female",8,"Left",2,1,"No_Bias",NA,NA,0.497321886463356
1,4,"White",24,"Male",8,"Moderate",7,1,"No_Bias",NA,0.22190858718946,NA
1,12,"Black",46,"Female",8,"Moderate",5,1,"COVID",NA,NA,0.515819692508265
1,5,"Black",20,"Female",5,"Moderate",3,2,"No_Bias",NA,0.459421842471689,NA
2,6,"Asian",25,"Male",7,"Moderate",6,1,"Non_COVID",NA,0.0809290598160832,NA
2,8,"White",49,"Male",12,"Right",9,4,"No_Bias",0.510796985021661,NA,NA
2,11,"Asian",22,"Female",4,"Moderate",3,2,"Non_COVID",NA,NA,NA
2,11,"White",57,"Male",13,"Left",9,1,"COVID",NA,NA,-0.0469592732800248
2,2,"Other",18,"Male",3,NA,7,1,"COVID",NA,0.712317591853134,NA
2,2,"White",35,"Male",7,"Right",8,3,"No_Bias",NA,NA,-0.364764460216864
2,14,"White",26,"Female",8,"Moderate",5,2,"No_Bias",NA,NA,0.133918401582315
2,12,"Asian",42,"Female",7,"Moderate",6,1,"No_Bias",1.10853077598546,NA,NA
2,9,"White",20,"Female",7,"Moderate",5,2,"No_Bias",NA,NA,-0.138590262112513
2,12,"White",23,"Male",9,"Left",7,3,"No_Bias",NA,NA,0.175657091416342
2,14,"White",18,"Male",3,NA,6,1,"No_Bias",-0.117403132834881,NA,NA
2,2,"Other",29,"Male",5,NA,8,1,"No_Bias",NA,NA,0.253118554791762
2,2,"Other",16,"Female",4,"Right",7,2,"No_Bias",NA,-0.233840160510825,NA
2,6,"White",19,"Male",5,"Right",3,4,"COVID",NA,NA,0.646976619449533
2,8,"White",16,"Female",3,"Moderate",7,3,"No_Bias",-0.0210515642096092,NA,NA
2,8,"White",17,"Female",4,"Left",7,1,"No_Bias",0.381638859715941,NA,NA
2,12,"White",38,"Female",13,"Moderate",8,1,NA,0.335262601663077,NA,NA
2,11,"White",17,"Female",4,"Moderate",5,2,"No_Bias",0.00686883122128634,NA,NA
2,10,"White",65,"Female",11,"Left",7,1,"No_Bias",NA,-0.277048540943776,NA
2,12,NA,47,"Female",9,NA,5,NA,"No_Bias",NA,0.32190752982083,NA
2,11,"White",19,"Female",4,"Moderate",6,2,"COVID",-0.221879522378469,NA,NA
2,1,"Asian",26,"Female",7,"Left",8,1,"No_Bias",NA,NA,0.275131094288868
2,12,"White",50,"Male",7,"Right",7,4,"COVID",NA,0.0934600163606519,NA
2,NA,"White",18,"Male",NA,NA,NA,NA,"No_Bias",0.316577390664302,NA,NA
2,12,"White",46,"Female",5,"Left",4,1,"No_Bias",NA,NA,-0.283703171047067
2,6,"Asian",45,"Female",7,"Left",6,3,NA,NA,0.0596014298200801,NA
2,3,"White",42,"Female",9,"Left",7,2,"No_Bias",0.195338355428244,NA,NA
2,NA,"White",17,"Female",NA,"Left",7,2,"No_Bias",-0.216149025647101,NA,NA
2,9,"Black",23,"Female",8,"Left",6,3,"No_Bias",-0.0590495399990367,NA,NA
2,3,"White",17,"Female",5,"Right",5,4,"No_Bias",NA,NA,-0.351184538015769
2,6,"Other",18,"Male",4,"Moderate",5,1,"No_Bias",NA,NA,-0.665931997530336
2,13,"Other",18,"Female",3,"Moderate",6,1,"No_Bias",NA,NA,NA
2,7,"Asian",43,"Female",13,"Left",4,3,"Non_COVID",NA,NA,-0.246124798442538
2,10,"White",15,"Female",3,"Moderate",6,2,"COVID",NA,-0.0710681261754229,NA
2,11,"Black",21,"Female",5,"Left",6,1,"No_Bias",NA,NA,-0.122569433602177
2,2,"Other",30,"Male",10,"Moderate",9,1,"COVID",NA,NA,NA
2,5,"Other",19,"Female",4,"Moderate",5,3,"No_Bias",NA,0.337728453810266,NA
2,2,"White",18,"Male",4,"Moderate",5,1,NA,0.474877981467138,NA,NA
2,8,"Other",19,"Female",5,"Moderate",9,2,"No_Bias",NA,-0.0288207440919854,NA
2,2,"White",18,"Male",4,"Moderate",5,1,"No_Bias",NA,0.342261092734005,NA
2,2,"White",31,"Male",10,"Right",5,3,"No_Bias",NA,0.158297154451646,NA
2,2,NA,17,"Male",3,"Left",10,1,NA,NA,NA,0.473869153848994
2,5,"White",18,"Female",3,"Left",6,2,NA,-0.450581631619806,NA,NA
2,4,"Asian",44,"Female",9,"Left",7,1,"No_Bias",0.55792122889291,NA,NA
2,2,"White",47,"Male",7,NA,7,2,"No_Bias",NA,NA,0.173995932855974
2,2,"White",69,"Male",10,"Moderate",10,2,"No_Bias",NA,-0.0920452686288676,NA
2,10,"Asian",66,"Female",11,"Moderate",5,2,"COVID",NA,NA,0.259931468853914
2,6,"White",26,"Male",9,"Right",7,1,"No_Bias",0.134789157647008,NA,NA
2,5,"White",18,"Female",3,"Moderate",6,2,"No_Bias",NA,0.463231628570699,NA
2,11,"White",18,"Female",2,"Moderate",7,2,"No_Bias",NA,NA,-0.619860403243262
2,1,"Black",25,"Female",9,"Left",6,2,"No_Bias",NA,NA,0.362276511319995
2,2,"White",45,"Male",5,"Moderate",8,1,"No_Bias",NA,NA,-0.243364030876416
2,14,"White",18,"Male",4,"Moderate",5,3,"No_Bias",-0.413792782230115,NA,NA
2,10,"White",16,"Female",5,"Left",3,2,NA,NA,-0.593086896129107,NA
2,2,"White",18,"Male",3,"Right",7,2,"No_Bias",NA,-0.307136789488494,NA
2,11,"Other",20,"Female",5,"Moderate",7,3,"No_Bias",NA,0.105782795060791,NA
2,NA,"Asian",17,"Male",NA,"Moderate",7,1,"COVID",0.372718534254679,NA,NA
2,NA,"White",17,NA,NA,"Left",6,2,"No_Bias",NA,-0.0658207200548633,NA
2,NA,NA,NA,NA,NA,NA,9,NA,"No_Bias",NA,NA,-0.180915920899747
2,14,"Black",35,"Male",6,NA,3,NA,"No_Bias",NA,NA,0.345560893546762
2,5,"White",35,"Female",7,"Moderate",4,1,"No_Bias",NA,NA,NA
2,6,"White",18,"Male",3,NA,9,NA,NA,-0.0844133435653984,NA,NA
2,12,"White",33,"Female",6,"Moderate",5,1,"No_Bias",NA,-0.250948492559822,NA
2,11,"Other",28,"Female",6,"Left",4,3,"No_Bias",-0.0454888522113685,NA,NA
2,8,"White",17,"Female",3,"Moderate",7,1,"COVID",0.820969427382249,NA,NA
2,11,"Other",28,"Female",6,"Left",4,3,"No_Bias",NA,0.369169532902095,NA
2,4,"White",19,"Male",5,"Left",7,2,"No_Bias",NA,0.738174721727367,NA
3,3,"Other",28,"Male",7,"Moderate",7,3,"No_Bias",NA,-0.402799251322805,NA
3,14,"White",17,"Female",3,"Moderate",8,2,"No_Bias",-0.479457358284751,NA,NA
3,2,"White",25,"Female",7,"Moderate",8,2,"No_Bias",NA,NA,0.26258747579948
3,NA,"Black",17,"Male",NA,"Moderate",4,2,"No_Bias",NA,0.480043366902737,NA
3,2,"White",30,"Male",5,NA,5,1,NA,NA,-0.386305592215055,NA
3,8,"White",18,"Male",4,"Left",4,2,"No_Bias",NA,-0.318030118377426,NA
3,9,"Asian",28,"Female",9,"Left",5,1,"No_Bias",NA,NA,0.384420791433932
3,10,"Other",20,"Female",5,"Moderate",6,3,"No_Bias",0.562514540846712,NA,NA
3,1,"White",35,"Female",9,"Left",5,1,"No_Bias",NA,NA,-0.909855623149485
3,12,"White",44,"Female",8,"Left",7,2,"No_Bias",NA,-0.212496722173641,NA
3,2,"White",17,"Female",3,"Moderate",6,4,"No_Bias",NA,NA,NA
3,9,"White",33,"Female",7,"Left",4,2,"No_Bias",NA,0.228175924483441,NA
3,11,"White",17,"Female",3,"Left",7,1,"No_Bias",NA,0.317073637617584,NA
3,NA,NA,29,"Male",NA,NA,NA,NA,"No_Bias",NA,NA,NA
3,14,"Asian",30,"Female",9,"Left",9,3,NA,NA,NA,-0.501235392490602
3,7,"Asian",20,"Female",6,"Moderate",3,1,"No_Bias",NA,NA,0.683486165452683
3,8,"Black",25,"Female",9,"Left",6,4,"No_Bias",NA,NA,-0.111641642070402
3,8,"White",23,"Female",8,"Moderate",7,4,"No_Bias",NA,NA,0.162363963605177
3,12,"White",20,"Male",4,"Left",7,1,"No_Bias",NA,-0.0136727472146475,NA
3,8,"White",19,"Female",5,NA,5,3,"No_Bias",NA,NA,-0.017795902689186
3,15,"White",18,"Female",3,NA,6,1,NA,0.262202624189072,NA,NA
3,6,"White",41,"Male",13,"Left",8,1,"No_Bias",NA,NA,-0.189944180108044
3,5,"White",23,"Female",7,"Moderate",5,1,"No_Bias",NA,NA,0.518436764644022
3,11,"Asian",19,"Female",7,"Left",7,3,NA,NA,NA,0.195440156420296
3,12,"White",40,"Male",13,"Left",3,1,"COVID",0.0989284468867796,NA,NA
3,10,"White",41,"Female",7,"Left",6,1,"No_Bias",NA,NA,-0.636341773726792
3,8,"White",18,"Female",5,"Left",7,1,"No_Bias",NA,NA,0.535467288665072
3,14,"Other",20,"Female",6,"Left",3,3,"No_Bias",NA,NA,0.252815671000126
3,8,"White",32,"Female",12,"Moderate",8,2,"No_Bias",NA,NA,0.0662754920871793
3,2,"Asian",18,"Female",4,"Left",6,2,NA,NA,NA,-0.74791240227217
3,1,NA,18,"Female",4,"Moderate",5,2,"No_Bias",NA,-0.805672970108767,NA
3,NA,NA,20,"Male",NA,"Moderate",NA,3,"No_Bias",NA,-0.5943726827731,NA
3,12,"White",22,"Female",8,"Left",6,1,"No_Bias",NA,NA,-0.0384587798044095
3,14,"White",27,"Female",8,"Left",7,3,"No_Bias",NA,NA,0.451794687077564
3,9,"Asian",18,"Female",4,"Left",5,4,"No_Bias",NA,NA,0.429479817671372
3,2,"Asian",24,"Female",7,"Moderate",6,1,"No_Bias",NA,NA,0.275473009793819
3,2,"White",18,"Female",5,"Moderate",8,2,"No_Bias",NA,0.00408369482040668,NA
3,14,"White",52,"Male",9,"Left",7,1,"No_Bias",NA,0.397589456711841,NA
3,14,NA,18,"Female",3,"Right",5,4,NA,NA,-0.183070034902577,NA
3,2,"White",18,"Female",5,"Moderate",8,2,"No_Bias",NA,NA,0.207021414446118
3,12,"White",21,"Female",8,"Moderate",5,3,"COVID",0.59790144826151,NA,NA
3,4,"White",25,"Female",6,"Left",3,2,"No_Bias",NA,NA,-0.0995915638394805
3,12,"White",28,"Male",7,"Left",7,2,"No_Bias",NA,-0.317939151773127,NA
3,2,"White",18,"Male",5,"Moderate",4,3,"No_Bias",NA,-0.286084818829625,NA
3,12,"White",22,"Female",8,"Left",6,1,"No_Bias",-0.0281975912574629,NA,NA
3,12,"White",21,"Female",8,"Left",5,3,"No_Bias",NA,0.346618793674868,NA
3,12,"White",25,"Male",8,"Moderate",6,1,"No_Bias",NA,NA,-0.362416580972637
3,12,"Other",23,"Female",8,"Left",4,2,"No_Bias",NA,NA,NA
3,8,"White",18,"Female",3,"Left",8,1,"No_Bias",-0.16702643147849,NA,NA
3,14,"White",20,"Male",5,NA,7,NA,"No_Bias",NA,NA,NA
3,NA,NA,19,"Female",NA,"Moderate",8,1,"No_Bias",NA,NA,0.214072082768867
3,6,"Black",20,"Male",5,"Left",6,2,"No_Bias",-0.0323147179432968,NA,NA
3,1,"White",18,"Male",4,"Moderate",8,2,"No_Bias",0.319175046027055,NA,NA
3,14,"Other",23,"Female",8,"Left",7,1,"No_Bias",NA,0.159405727971792,NA
3,2,"Black",20,"Female",4,"Moderate",6,3,"No_Bias",NA,NA,NA
3,NA,"White",36,"Female",NA,"Moderate",6,2,"No_Bias",NA,NA,-0.833060670910317
3,12,"White",26,"Female",7,"Left",8,4,"No_Bias",0.771790746547188,NA,NA
3,8,"Other",25,"Female",7,"Left",4,1,"No_Bias",NA,-0.506762265045119,NA
3,12,"White",23,"Female",9,"Left",3,1,"No_Bias",NA,0.261815889453317,NA
3,12,"White",25,"Female",8,"Left",6,1,"No_Bias",NA,NA,0.0100179385235363
3,13,"White",19,"Female",5,NA,7,4,"No_Bias",-0.0264841628153443,NA,NA
3,12,"Asian",44,"Female",7,"Left",10,4,"No_Bias",NA,0.157409352365139,NA
3,14,"Other",23,"Female",7,"Moderate",4,1,"No_Bias",NA,0.191944822679684,NA
3,12,"White",26,"Female",9,"Left",7,1,"No_Bias",NA,NA,-0.435310309351595
3,12,"White",23,"Female",7,"Left",4,1,"No_Bias",NA,0.126441419430573,NA
3,12,"White",57,"Female",13,"Left",7,3,"No_Bias",NA,NA,NA
3,2,"White",19,"Female",5,"Left",8,1,"No_Bias",NA,NA,NA
3,14,"Other",19,"Male",4,"Moderate",6,2,"COVID",0.602904838048898,NA,NA
3,NA,"Asian",18,"Female",NA,"Left",8,1,"No_Bias",NA,NA,0.330339765794636
3,11,"Asian",21,"Female",4,"Left",5,2,"No_Bias",NA,-0.353236460776398,NA
3,NA,"White",17,"Female",NA,NA,NA,NA,NA,NA,-0.207026659781314,NA
3,14,"Other",19,"Male",4,"Moderate",5,2,"No_Bias",NA,0.782465640059823,NA
3,2,"White",19,"Female",5,"Left",7,1,"No_Bias",NA,NA,0.635353196309513
3,NA,"Black",16,"Female",NA,"Moderate",8,4,"No_Bias",NA,NA,0.121623147362252
3,2,"Black",18,"Male",5,"Right",5,4,"No_Bias",NA,NA,-0.902431374071449
3,2,"White",NA,NA,7,"Right",9,3,"No_Bias",NA,NA,-0.0379830716633567
3,2,"White",21,"Male",7,"Moderate",7,1,"COVID",NA,NA,-0.0191188101097243
3,2,"Black",25,"Male",7,"Moderate",5,1,"No_Bias",0.162313336902852,NA,NA
3,2,"Asian",25,"Male",7,"Moderate",8,2,"No_Bias",0.240984980193497,NA,NA
3,1,"Other",22,"Female",7,"Left",3,2,"No_Bias",NA,0.0339267488510338,NA
3,8,"Asian",49,"Female",7,"Left",7,3,"COVID",NA,0.15688972315668,NA
3,14,"White",55,"Male",5,"Left",7,2,"No_Bias",NA,0.626418259841929,NA
3,1,"Asian",22,"Female",7,"Left",8,2,"No_Bias",NA,-0.0126500986590192,NA
3,8,"White",20,"Female",6,"Left",4,1,"No_Bias",NA,-0.129560723155807,NA
3,4,"White",21,"Male",5,"Moderate",2,1,"COVID",NA,NA,NA
3,4,"Asian",20,"Male",5,"Left",10,1,"No_Bias",0.103694923346621,NA,NA
3,1,"Other",52,"Female",5,"Right",7,3,"COVID",0.399392481033414,NA,NA
3,13,"Other",18,"Female",5,"Left",NA,2,"No_Bias",NA,0.594387021899784,NA
3,8,"White",18,NA,4,"Moderate",6,1,"No_Bias",NA,NA,0.414377515349844
4,8,"White",23,"Male",8,"Left",4,2,"No_Bias",0.836404436549242,NA,NA
